Identifier,Ct,Gene,Efficiancy ,Ben_abs,Ben_rel
506,24.89,SWS2B,0.8782115,0.7823,0.9115
507,23.99,SWS2B,0.8782115,0.7823,0.9115
507,23.9,SWS2B,0.8782115,0.7823,0.9115
508,24.69,SWS2B,0.8782115,0.7823,0.9115
508,24.74,SWS2B,0.8782115,0.7823,0.9115
509,26.68,SWS2B,0.8782115,0.7823,0.9115
509,26.69,SWS2B,0.8782115,0.7823,0.9115
523,26.35,SWS2B,0.8782115,0.7823,0.9115
523,26.2,SWS2B,0.8782115,0.7823,0.9115
524,26.54,SWS2B,0.8782115,0.7823,0.9115
524,26.47,SWS2B,0.8782115,0.7823,0.9115
526,25.51,SWS2B,0.8782115,0.7823,0.9115
526,25.68,SWS2B,0.8782115,0.7823,0.9115
527,23.81,SWS2B,0.8782115,0.7823,0.9115
527,24.08,SWS2B,0.8782115,0.7823,0.9115
528,22.72,SWS2B,0.8782115,0.7823,0.9115
528,22.76,SWS2B,0.8782115,0.7823,0.9115
529,23.35,SWS2B,0.8782115,0.7823,0.9115
529,23.23,SWS2B,0.8782115,0.7823,0.9115
530,25.25,SWS2B,0.8782115,0.7823,0.9115
530,25.06,SWS2B,0.8782115,0.7823,0.9115
590,27.28,SWS2B,0.8782115,0.7823,0.9115
590,27.26,SWS2B,0.8782115,0.7823,0.9115
591,27.02,SWS2B,0.8782115,0.7823,0.9115
591,27.13,SWS2B,0.8782115,0.7823,0.9115
592,22.75,SWS2B,0.8782115,0.7823,0.9115
592,23.02,SWS2B,0.8782115,0.7823,0.9115
593,23.07,SWS2B,0.8782115,0.7823,0.9115
593,23.43,SWS2B,0.8782115,0.7823,0.9115
594,23.84,SWS2B,0.8782115,0.7823,0.9115
594,24.04,SWS2B,0.8782115,0.7823,0.9115
595,25.08,SWS2B,0.8782115,0.7823,0.9115
595,25.13,SWS2B,0.8782115,0.7823,0.9115
596,25.46,SWS2B,0.8782115,0.7823,0.9115
596,25.51,SWS2B,0.8782115,0.7823,0.9115
