Identifier	lambda	lambda_sensitivity	Sample.ID	Fieldsite.ID	Locality	Drainage	H2S	Species	Sex
200	535	0.02679926342719505	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	536	0.025891445913101944	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	537	0.025001515926678503	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	538	0.02412990137188466	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	539	0.02327698900758423	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	540	0.022443124849986288	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	541	0.021628614310098316	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	542	0.02083372210004953	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	543	0.02005867195255097	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	544	0.019303646206467896	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	545	0.018568785318130505	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	546	0.01785418736231147	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	547	0.017159907588563027	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	548	0.01648595809772561	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	549	0.01583230769992419	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	550	0.015198882009390163	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	551	0.014585563823253484	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	552	0.01399219382140553	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	553	0.013418571613093797	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	554	0.012864457143606026	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	555	0.012329572461781872	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	556	0.011813603836723337	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	557	0.011316204200488898	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	558	0.010836995883221926	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	559	0.010375573598470994	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	560	0.009931507629688755	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	561	0.009504347164223083	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	562	0.009093623718587518	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	563	0.008698854598370356	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	564	0.008319546337654539	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	565	0.00795519806604589	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	566	0.007605304756052341	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	567	0.007269360309296415	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	568	0.006946860446534457	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	569	0.006637305373368796	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	570	0.006340202200558393	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	571	0.006055067104688592	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	572	0.005781427221424125	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	573	0.005518822269461076	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	574	0.005266805908493747	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	575	0.005024946838939824	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	576	0.004792829654797532	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	577	0.004570055463846698	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	578	0.004356242291493945	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	579	0.00415102528596631	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	580	0.003954056743355088	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	581	0.0037650059712973174	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
200	582	0.0035835590099462344	MX14-200	MT14-11	Rio El Azufre, west branch	Pichucalco	0	Poecilia mexicana	0
