Fieldsite.ID	Drainage	lambda	H2S	median_sensitivity
MT14-13	Ixtapangajoya	446	1	0.13363159080256884
MT14-13	Ixtapangajoya	447	1	0.13570806127256002
MT14-13	Ixtapangajoya	448	1	0.1377674265708614
MT14-13	Ixtapangajoya	449	1	0.13980727755532024
MT14-13	Ixtapangajoya	450	1	0.14182519718020473
MT14-13	Ixtapangajoya	451	1	0.14381876105379915
MT14-13	Ixtapangajoya	452	1	0.14578553794034763
MT14-13	Ixtapangajoya	453	1	0.1477230902268839
MT14-13	Ixtapangajoya	454	1	0.14962897437989878
MT14-13	Ixtapangajoya	455	1	0.15150074142124298
MT14-13	Ixtapangajoya	456	1	0.15333593745708135
MT14-13	Ixtapangajoya	457	1	0.15513210429800797
MT14-13	Ixtapangajoya	458	1	0.1568867802125334
MT14-13	Ixtapangajoya	459	1	0.1585975008599095
MT14-13	Ixtapangajoya	460	1	0.1602618004515814
MT14-13	Ixtapangajoya	461	1	0.1618772131932801
MT14-13	Ixtapangajoya	462	1	0.16344127506177444
MT14-13	Ixtapangajoya	463	1	0.16495152597142757
MT14-13	Ixtapangajoya	464	1	0.1664055123858255
MT14-13	Ixtapangajoya	465	1	0.16780079042870555
MT14-13	Ixtapangajoya	466	1	0.16913492954611428
MT14-13	Ixtapangajoya	467	1	0.17040551676803958
MT14-13	Ixtapangajoya	468	1	0.17161016161261614
MT14-13	Ixtapangajoya	469	1	0.1727465016693287
MT14-13	Ixtapangajoya	470	1	0.17381220888941065
MT14-13	Ixtapangajoya	471	1	0.17480499660185192
MT14-13	Ixtapangajoya	472	1	0.1757226272621317
MT14-13	Ixtapangajoya	473	1	0.17656292092804848
MT14-13	Ixtapangajoya	474	1	0.17732376444296652
MT14-13	Ixtapangajoya	475	1	0.17800312129158433
MT14-13	Ixtapangajoya	476	1	0.1785990420771724
MT14-13	Ixtapangajoya	477	1	0.1791096755523838
MT14-13	Ixtapangajoya	478	1	0.1795332801185172
MT14-13	Ixtapangajoya	479	1	0.1798682356908492
MT14-13	Ixtapangajoya	480	1	0.180113055810757
MT14-13	Ixtapangajoya	481	1	0.18026639986924484
MT14-13	Ixtapangajoya	482	1	0.18032708529163877
MT14-13	Ixtapangajoya	483	1	0.18029409952009254
MT14-13	Ixtapangajoya	484	1	0.18016661161967065
MT14-13	Ixtapangajoya	485	1	0.1799439833255979
MT14-13	Ixtapangajoya	486	1	0.1796257793442785
MT14-13	Ixtapangajoya	487	1	0.17921177671928895
MT14-13	Ixtapangajoya	488	1	0.17870197307610639
MT14-13	Ixtapangajoya	489	1	0.17809659356611238
MT14-13	Ixtapangajoya	490	1	0.17739609634156514
MT14-13	Ixtapangajoya	491	1	0.17660117640882605
MT14-13	Ixtapangajoya	492	1	0.17571276772702701
